image_id,source,orig_id,url,label_method,city,city_id,country,continent,latitude,longitude,datetime_local,sequence_index,sequence_id,split,img_path,glare,lighting_condition,pano_status,platform,quality,reflection,view_direction,weather
00023921-4ea9-4848-9837-ad0899adaa4c,Mapillary,818314000000000.0,https://www.mapillary.com/app/?pKey=818314428814995&focus=photo,random sample and manual label,Trenton,1840010490,United States,North America,40.4575882,-93.40678406,2017-05-22 04:29:46.932000-05:00,386,SvWaJubTwEztukaBnRD_Hw,train,img/4/00023921-4ea9-4848-9837-ad0899adaa4c.jpeg,no,dusk/dawn,False,driving surface,good,no,front/back,clear
000e4272-4fd2-492a-989d-f1b037e1a190,KartaView,1362331837.0,https://kartaview.org/details/3788073/311/track-info,random sample and manual label,Ljubljana,1705917455,Slovenia,Europe,46.057912,14.520812,2020-09-18 07:19:10+02:00,311,3788073,train,img/6/000e4272-4fd2-492a-989d-f1b037e1a190.jpeg,no,dusk/dawn,False,driving surface,good,no,front/back,clear
001a50d4-3d7e-44d4-b0b5-0499d04f6e5d,Mapillary,516744000000000.0,https://www.mapillary.com/app/?pKey=516744256363248&focus=photo,random sample and manual label,Helsinki,1246177997,Finland,Europe,60.17972465158499,24.93102550506592,2018-05-14 15:55:38.274000+03:00,263,#NAME?,train,img/6/001a50d4-3d7e-44d4-b0b5-0499d04f6e5d.jpeg,no,day,False,cycling surface,good,no,front/back,clear
002f13d1-dca6-4f40-b4f1-0778df501acf,Mapillary,768021000000000.0,https://www.mapillary.com/app/?pKey=768021050568800&focus=photo,random sample and manual label,Rennes,1250363682,France,Europe,48.11967663901282,-1.683762074,2019-04-20 15:23:11.252000+02:00,194,lGsy76X-SHKLE6EsBa-VEw,test,img/2/002f13d1-dca6-4f40-b4f1-0778df501acf.jpeg,no,day,False,cycling surface,good,no,front/back,clear
0030e8d9-53ee-4706-89bf-155eb9f81c1e,Mapillary,169492000000000.0,https://www.mapillary.com/app/?pKey=169491772141818&focus=photo,random sample and manual label,Zürich,1756539143,Switzerland,Europe,47.380956708178445,8.525744676589966,2022-04-16 10:58:33.200000+02:00,324,1A5NegP2t3c7dbXOGpL9TZ,train,img/1/0030e8d9-53ee-4706-89bf-155eb9f81c1e.jpeg,no,day,False,driving surface,good,no,front/back,clear
00341d9b-5524-4121-8171-567a5f26ed8e,Mapillary,243326000000000.0,https://www.mapillary.com/app/?pKey=243326360901590&focus=photo,random sample and manual label,Monterrey,1484559591,Mexico,North America,25.66933085444444,-100.2971131,2020-02-29 17:55:19.090000-06:00,57,iknb46dm7hf8gv6dn3xxoi,train,img/3/00341d9b-5524-4121-8171-567a5f26ed8e.jpeg,no,day,False,driving surface,good,no,side,clear
0036c5e0-bbbb-4adf-8e3e-90da78d176ab,Mapillary,256433000000000.0,https://www.mapillary.com/app/?pKey=256432966172684&focus=photo,random sample and manual label,Zürich,1756539143,Switzerland,Europe,47.376401534617344,8.535212874412537,2018-12-04 12:54:51.779000+01:00,30,Rqe9VVbvRHWOMya6m4meog,train,img/2/0036c5e0-bbbb-4adf-8e3e-90da78d176ab.jpeg,no,day,False,walking surface,good,no,front/back,cloudy
00372e0c-39dd-4906-b5d4-a97c9e2dfcbc,Mapillary,1125268781289755.0,https://www.mapillary.com/app/?pKey=1125268781289755&focus=photo,random sample and manual label,Shinjuku,1392536374,Japan,Asia,35.70305370620265,139.71069395542145,2016-12-03 14:34:14.027000+09:00,212,_bMggEXdMi5P0wvGuFweng,train,img/3/00372e0c-39dd-4906-b5d4-a97c9e2dfcbc.jpeg,no,day,False,walking surface,good,no,side,clear
003dfb1d-28b1-45db-8a59-cb9e78620147,Mapillary,482026000000000.0,https://www.mapillary.com/app/?pKey=482026366924251&focus=photo,random sample and manual label,Nijmegen,1528136727,Netherlands,Europe,51.836533281234296,5.859516263008118,2022-03-06 13:13:14.801000+01:00,138,1jrDXIRmsZp39Fxnk6Mt80,train,img/3/003dfb1d-28b1-45db-8a59-cb9e78620147.jpeg,no,day,False,driving surface,good,no,front/back,clear
007716eb-0564-4833-8242-cb00bc743e57,Mapillary,195738000000000.0,https://www.mapillary.com/app/?pKey=195738059050314&focus=photo,random sample and manual label,Frederikshavn,1208910213,Denmark,Europe,57.25683233,10.35225478,2019-03-21 15:46:42.144000+01:00,541,llymxy97lqmbfz72moijiu,train,img/3/007716eb-0564-4833-8242-cb00bc743e57.jpeg,no,day,False,driving surface,good,no,front/back,cloudy
008ae787-c059-4f9d-adfb-89fbb0f7d259,Mapillary,380852000000000.0,https://www.mapillary.com/app/?pKey=380851629869930&focus=photo,random sample and manual label,Echternach,1442794725,Luxembourg,Europe,49.835475,6.328518333,2020-03-20 16:10:17+01:00,525,MuZy5fN5hkbzBWWLlwdijw,test,img/5/008ae787-c059-4f9d-adfb-89fbb0f7d259.jpeg,no,day,False,walking surface,good,no,front/back,cloudy
008ba248-4e14-435f-92b6-b29d0ec4142b,Mapillary,1032837000581913.0,https://www.mapillary.com/app/?pKey=1032837000581913&focus=photo,random sample and manual label,Hebbūr,1356300228,India,Asia,13.01420219,77.04032751,2021-02-27 17:49:20.963000+05:30,57,8zpqx7oo75mm6ozzwm5iot,train,img/1/008ba248-4e14-435f-92b6-b29d0ec4142b.jpeg,no,day,False,driving surface,good,no,front/back,clear
008d7357-6f53-40b8-be4f-2f1291a38a86,Mapillary,117715000000000.0,https://www.mapillary.com/app/?pKey=117714570492217&focus=photo,random sample and manual label,Riga,1428586192,Latvia,Europe,56.94986904,24.110907912254333,2021-07-30 21:44:47+03:00,153,jM3rItB92pdOAHJ0hNi1Tf,train,img/5/008d7357-6f53-40b8-be4f-2f1291a38a86.jpeg,no,day,False,walking surface,good,no,front/back,rainy
009351bf-619d-4c46-9a42-8a74523b717e,Mapillary,372487000000000.0,https://www.mapillary.com/app/?pKey=372486691411492&focus=photo,random sample and manual label,Budapest,1348611435,Hungary,Europe,47.49877833224144,19.04931128025055,2022-03-20 18:17:28+01:00,112,hDlxyui7wOZJVU54o18GEc,test,img/6/009351bf-619d-4c46-9a42-8a74523b717e.jpeg,no,day,False,driving surface,good,no,front/back,clear
00abaa18-0be6-4f61-b7ae-625c2d7b52f0,Mapillary,1340577316305755.0,https://www.mapillary.com/app/?pKey=1340577316305755&focus=photo,random sample and manual label,Managua,1558296252,Nicaragua,North America,12.15016508846783,-86.26480401,2014-05-03 04:36:27-06:00,5,_bqxzXJiL9RpH9r-VReeog,train,img/3/00abaa18-0be6-4f61-b7ae-625c2d7b52f0.jpeg,no,day,False,driving surface,good,no,front/back,clear
00b42cd2-62b2-4631-91e9-f7ab58ae3ccf,KartaView,1254444161.0,https://kartaview.org/details/3460057/116/track-info,random sample and manual label,Berlin,1276451290,Germany,Europe,52.511067,13.389821,2021-03-12 18:12:03+01:00,116,3460057,train,img/4/00b42cd2-62b2-4631-91e9-f7ab58ae3ccf.jpeg,no,day,False,driving surface,good,no,front/back,clear
00b43051-781c-4de3-82e6-fc3883474260,Mapillary,4063163397101589.0,https://www.mapillary.com/app/?pKey=4063163397101589&focus=photo,random sample and manual label,Koganei,1392003171,Japan,Asia,35.707788742664306,139.5032787322998,2018-03-31 16:23:58+09:00,450,yy4tVIJh3puLrwcwd7vnXQ,test,img/3/00b43051-781c-4de3-82e6-fc3883474260.jpeg,no,day,False,driving surface,good,no,front/back,clear
00b51629-02b4-44f8-ba6c-a6bb7365d553,Mapillary,188182000000000.0,https://www.mapillary.com/app/?pKey=188181926483982&focus=photo,random sample and manual label,San Bartolomé,1724008128,Spain,Europe,27.924161027890293,-15.57207406,2015-01-18 13:49:42+00:00,52,9io0wO4unz6u0LWtkKlAug,train,img/6/00b51629-02b4-44f8-ba6c-a6bb7365d553.jpeg,no,day,False,driving surface,good,no,front/back,clear
00b77184-97a5-4ee0-b514-daa4984e578f,Mapillary,1409561509401783.0,https://www.mapillary.com/app/?pKey=1409561509401783&focus=photo,random sample and manual label,Jakarta,1360771077,Indonesia,Asia,-6.207055767,106.83756709098816,2019-10-19 21:25:27.513000+07:00,427,3edco9mqf05yrzcrvnhege,train,img/5/00b77184-97a5-4ee0-b514-daa4984e578f.jpeg,no,day,False,driving surface,good,no,side,clear
00bb2f70-2a2b-4b2a-917c-1d2f32bd0d63,KartaView,841927266.0,https://kartaview.org/details/2440006/360/track-info,random sample and manual label,Jakarta,1360771077,Indonesia,Asia,-6.223531,106.848408,2020-06-22 14:27:03+07:00,360,2440006,train,img/3/00bb2f70-2a2b-4b2a-917c-1d2f32bd0d63.jpeg,no,day,False,driving surface,good,no,front/back,cloudy
00bf224b-8a90-4d14-9032-afd733e02151,Mapillary,881556000000000.0,https://www.mapillary.com/app/?pKey=881555579102635&focus=photo,random sample and manual label,Charleston,1840007324,United States,North America,39.2745845,-88.1026167,2021-03-05 11:15:38-06:00,61,gtgxge9b9r6thszmbkug0j,test,img/6/00bf224b-8a90-4d14-9032-afd733e02151.jpeg,no,day,False,driving surface,good,no,front/back,clear
00cc726a-2947-4f9e-bc70-71680775fc26,Mapillary,240622000000000.0,https://www.mapillary.com/app/?pKey=240622394505936&focus=photo,random sample and manual label,Rennes,1250363682,France,Europe,48.11706948723372,-1.686090231,2019-04-20 15:24:07.054000+02:00,248,lGsy76X-SHKLE6EsBa-VEw,test,img/6/00cc726a-2947-4f9e-bc70-71680775fc26.jpeg,no,day,False,cycling surface,good,no,front/back,clear
00d8335b-83c0-471e-b641-a7bab616d996,KartaView,1216315385.0,https://kartaview.org/details/3353989/406/track-info,random sample and manual label,San José,1188749877,Costa Rica,North America,9.93777,-84.070766,2015-02-15 04:30:04-06:00,406,3353989,train,img/6/00d8335b-83c0-471e-b641-a7bab616d996.jpeg,no,day,False,driving surface,good,no,front/back,clear
00deede0-8ac6-4e87-8446-cf0706af6791,Mapillary,280966000000000.0,https://www.mapillary.com/app/?pKey=280966043508758&focus=photo,random sample and manual label,Vienna,1040261752,Austria,Europe,48.20176280698561,16.37458562850952,2017-08-24 09:03:52.321000+02:00,7,cq-aIMLL1XrfKDa-0Es6cA,train,img/4/00deede0-8ac6-4e87-8446-cf0706af6791.jpeg,no,day,False,driving surface,good,no,front/back,clear
00e91250-ca43-423d-aac4-bf1162367285,Mapillary,477653000000000.0,https://www.mapillary.com/app/?pKey=477653213309288&focus=photo,random sample and manual label,Santo Stefano di Magra,1380931318,Italy,Europe,44.16697748,9.92073466,2019-05-31 14:26:32.496000+02:00,182,qrei3ujeyc87ih3ckkusxy,train,img/1/00e91250-ca43-423d-aac4-bf1162367285.jpeg,no,day,False,driving surface,good,no,front/back,clear
0112e01b-b938-4e7e-b759-077bc2c4c0fc,Mapillary,147824000000000.0,https://www.mapillary.com/app/?pKey=147823734027893&focus=photo,random sample and manual label,Modesto,1840020287,United States,North America,37.63218813,-120.9920362,2017-10-30 12:28:31.006000-07:00,10,o0a52otci2zot44nnc6chm,test,img/5/0112e01b-b938-4e7e-b759-077bc2c4c0fc.jpeg,no,day,False,driving surface,good,no,front/back,clear
01130f9f-358d-4784-a6cd-187a8808478d,Mapillary,228804000000000.0,https://www.mapillary.com/app/?pKey=228804395715188&focus=photo,random sample and manual label,Toulon,1250541629,France,Europe,43.12259997564041,5.931023955345154,2021-04-06 19:54:14+02:00,33,kkva34vk6lbbkjqlbmwba9,test,img/5/01130f9f-358d-4784-a6cd-187a8808478d.jpeg,no,day,False,walking surface,good,no,front/back,clear
0127038f-812a-4544-8628-2c050696bb0c,Mapillary,235231000000000.0,https://www.mapillary.com/app/?pKey=235231148358736&focus=photo,random sample and manual label,Rennes,1250363682,France,Europe,48.11565483714992,-1.680876017,2018-02-23 18:27:17+01:00,574,2UyaXF4FQX7BPcgfeOxx7A,test,img/6/0127038f-812a-4544-8628-2c050696bb0c.jpeg,no,day,False,driving surface,good,no,front/back,clear
01285591-3bc0-4f2f-b148-2dce142e4500,Mapillary,411358000000000.0,https://www.mapillary.com/app/?pKey=411358390914765&focus=photo,random sample and manual label,Saarbrücken,1276419711,Germany,Europe,49.23347806680101,6.988222002983093,2022-06-17 17:26:20.003000+02:00,26,rmRQuSnhb0WBHvsVFkpyKX,train,img/1/01285591-3bc0-4f2f-b148-2dce142e4500.jpeg,no,day,False,walking surface,good,no,side,clear
